기준월,법정동명,일평균유동인구,시간대
4,탑립동,2523.34,퇴근
4,구룡동,12.77,새벽
4,세동,288.6,주간
4,장대동,180250.62,주간
4,갑동,279.3,출근
4,외삼동,997.28,저녁
4,교촌동,515.24,출근
4,대정동,7409.98,저녁
4,송정동,624.45,저녁
4,방동,271.16,새벽
4,복용동,9967.65,저녁
4,장동,4592.56,출근
4,안산동,63.73,저녁
4,봉명동,35596.35,퇴근
4,원신흥동,14380.95,퇴근
4,화암동,123.9,저녁
4,추목동,3850.3,출근
4,수남동,178.47,퇴근
4,봉명동,18070.39,출근
4,원신흥동,9337.18,출근
4,화암동,344.0,퇴근
4,추목동,23094.15,주간
4,수남동,278.4,출근
4,교촌동,1989.67,저녁
4,구암동,5704.8,출근
4,상대동,42723.67,주간
4,가정동,26427.76,주간
4,장동,5338.12,저녁
4,하기동,29066.13,주간
4,전민동,79608.86,주간
4,금고동,674.87,주간
4,용계동,1630.0,출근
4,학하동,3325.86,퇴근
4,성북동,464.81,퇴근
4,화암동,21.99,새벽
4,외삼동,2606.15,주간
4,반석동,20472.85,퇴근
4,구룡동,20.17,저녁
4,용계동,2358.16,퇴근
4,학하동,6393.74,저녁
4,성북동,900.49,저녁
4,봉명동,40725.27,새벽
4,원신흥동,17082.02,새벽
4,방현동,555.39,퇴근
4,수남동,24.11,새벽
4,외삼동,369.72,출근
4,반석동,38885.32,저녁
4,용계동,13482.73,주간
4,학하동,2274.36,출근
4,성북동,275.26,출근
4,도룡동,9519.1,저녁
4,방현동,4164.46,주간
4,반석동,9314.42,출근
4,대동,6.41,저녁
4,구룡동,119.97,퇴근
4,세동,23.26,출근
4,장대동,27072.8,출근
4,갑동,558.94,퇴근
4,어은동,69020.82,주간
4,구성동,2075.43,새벽
4,덕진동,1048.74,새벽
4,문지동,3305.72,새벽
4,탑립동,267.91,새벽
4,교촌동,1116.15,퇴근
4,구암동,39897.37,주간
4,장동,4827.04,퇴근
4,원내동,69792.86,주간
4,계산동,8087.73,저녁
4,노은동,23070.5,저녁
4,신봉동,5646.16,저녁
4,원촌동,5060.48,퇴근
4,봉산동,3832.12,출근
4,관평동,18754.14,퇴근
4,신동,3.53,퇴근
4,죽동,1945.68,새벽
4,자운동,129.42,새벽
4,용산동,25662.19,주간
4,송강동,8297.41,출근
4,금탄동,24.01,출근
4,둔곡동,1017.82,주간
4,구암동,17871.54,저녁
4,상대동,11538.18,퇴근
4,노은동,11876.61,퇴근
4,지족동,10959.84,출근
4,가정동,2769.24,퇴근
4,하기동,7544.63,퇴근
4,전민동,19658.58,퇴근
4,용산동,2757.86,새벽
4,금고동,30.12,퇴근
4,둔곡동,47.35,새벽
4,교촌동,695.54,새벽
4,계산동,4030.91,퇴근
4,궁동,39804.09,저녁
4,장동,1994.88,새벽
4,신봉동,2829.29,퇴근
4,원촌동,3160.12,출근
4,관평동,9611.4,출근
4,신동,23.15,출근
4,원내동,15665.04,새벽
4,방동,798.64,저녁
4,송강동,48648.8,주간
4,금탄동,216.57,주간
4,갑동,180.09,새벽
4,도룡동,29184.75,주간
4,대동,60.32,주간
4,교촌동,4411.85,주간
4,대정동,4227.81,퇴근
4,송정동,479.86,퇴근
4,덕명동,22275.0,저녁
4,복용동,4752.48,퇴근
4,신성동,8945.15,새벽
4,장동,45399.3,주간
4,안산동,64.52,퇴근
4,상대동,24722.66,저녁
4,지족동,22162.66,퇴근
4,궁동,17946.67,새벽
4,신성동,50821.93,주간
4,가정동,2897.04,저녁
4,하기동,15905.89,저녁
4,전민동,35957.53,저녁
4,봉산동,6218.52,퇴근
4,금고동,21.59,저녁
4,대정동,2657.24,출근
4,송정동,221.48,출근
4,덕명동,12728.82,퇴근
4,복용동,3202.9,출근
4,죽동,5120.27,저녁
4,자운동,1157.59,저녁
4,안산동,41.09,출근
4,원내동,10321.84,출근
4,구암동,8137.86,새벽
4,죽동,17067.31,주간
4,자운동,4508.02,주간
4,원촌동,7636.94,저녁
4,관평동,30766.41,저녁
4,덕명동,9544.88,새벽
4,궁동,87669.41,주간
4,용산동,3743.53,출근
4,송강동,15364.07,퇴근
4,금탄동,31.28,퇴근
4,둔곡동,208.2,출근
4,용계동,4231.49,저녁
4,갑동,3780.07,주간
4,방현동,517.06,저녁
4,추목동,3063.78,새벽
4,외삼동,542.02,퇴근
4,세동,4.8100000000000005,새벽
4,장대동,40681.41,새벽
4,도룡동,4028.72,출근
4,대동,2.85,출근
4,구룡동,1598.45,주간
4,세동,26.84,퇴근
4,장대동,47732.22,퇴근
4,갑동,887.56,저녁
4,어은동,6758.14,출근
4,계산동,2292.17,출근
4,궁동,22509.14,퇴근
4,신봉동,1872.1,출근
4,원촌동,27323.03,주간
4,용산동,6630.35,저녁
4,관평동,76499.49,주간
4,신동,397.53,주간
4,둔곡동,23.97,저녁
4,대정동,3702.65,새벽
4,계산동,15085.53,주간
4,송정동,268.87,새벽
4,복용동,5004.13,새벽
4,노은동,46366.75,주간
4,궁동,8637.46,출근
4,신봉동,12301.81,주간
4,안산동,13.25,새벽
4,용산동,4364.16,퇴근
4,송강동,33226.75,저녁
4,금탄동,28.83,저녁
4,둔곡동,27.76,퇴근
4,방동,587.81,퇴근
4,신성동,22668.35,저녁
4,계산동,3516.0,새벽
4,방동,3407.09,주간
4,노은동,10871.08,새벽
4,지족동,40150.99,저녁
4,신성동,6853.96,출근
4,신봉동,3055.78,새벽
4,봉산동,12258.39,저녁
4,봉명동,121605.37,주간
4,원신흥동,57723.81,주간
4,어은동,24053.31,저녁
4,화암동,457.35,출근
4,수남동,3351.37,주간
4,외삼동,495.91,새벽
4,학하동,15609.01,주간
4,성북동,1906.91,주간
4,어은동,9812.06,새벽
4,도룡동,5533.47,퇴근
4,반석동,69457.95,주간
4,대동,10.18,퇴근
4,구룡동,205.71,출근
4,원내동,18549.25,퇴근
4,덕명동,62671.98,주간
4,상대동,14042.0,새벽
4,죽동,1893.88,출근
4,가정동,992.7,새벽
4,하기동,7293.76,새벽
4,자운동,495.63,출근
4,전민동,13768.58,새벽
4,금고동,110.24,새벽
4,학하동,2729.62,새벽
4,성북동,442.21,새벽
4,구성동,5497.43,저녁
4,덕진동,2553.46,저녁
4,반석동,12501.34,새벽
4,문지동,7010.81,저녁
4,탑립동,1275.45,저녁
4,구암동,9795.09,퇴근
4,상대동,7965.13,출근
4,노은동,7220.13,출근
4,지족동,81676.91,주간
4,가정동,2356.9,출근
4,하기동,4683.98,출근
4,전민동,10679.44,출근
4,봉산동,22757.38,주간
4,송강동,14503.68,새벽
4,금고동,152.85,출근
4,금탄동,20.41,새벽
4,세동,21.8,저녁
4,장대동,91104.32,저녁
4,어은동,14436.18,퇴근
4,화암동,5545.09,주간
4,봉명동,68723.56,저녁
4,원신흥동,28890.12,저녁
4,구성동,32299.94,주간
4,덕진동,16816.14,주간
4,추목동,3138.9,퇴근
4,수남동,184.07,저녁
4,문지동,26333.71,주간
4,탑립동,26214.28,주간
4,구성동,2170.08,출근
4,도룡동,3372.01,새벽
4,방현동,504.56,출근
4,덕진동,1885.71,출근
4,추목동,4169.08,저녁
4,문지동,3353.45,출근
4,탑립동,3115.27,출근
4,대동,0.03,새벽
4,방동,446.15,출근
4,신성동,12339.9,퇴근
4,원촌동,3329.32,새벽
4,관평동,12288.07,새벽
5,계산동,8087.23,저녁
5,상대동,11222.73,퇴근
5,장대동,179882.23,주간
5,원촌동,3464.54,새벽
5,학하동,15256.5,주간
5,지족동,16492.48,새벽
5,신성동,8955.55,새벽
5,도룡동,5902.69,퇴근
5,방현동,221.08,저녁
5,용산동,2930.26,새벽
5,금고동,183.09,출근
5,용계동,2544.24,퇴근
5,지족동,40626.0,저녁
5,궁동,19710.53,새벽
5,신성동,22636.4,저녁
5,추목동,3536.12,출근
5,용산동,6777.94,저녁
5,관평동,75553.48,주간
5,계산동,2323.87,출근
5,죽동,1895.72,새벽
5,어은동,67300.16,주간
5,장동,1880.57,새벽
5,수남동,3135.79,주간
5,관평동,18909.45,퇴근
5,원내동,15712.27,새벽
5,봉명동,18377.65,출근
5,상대동,41726.42,주간
5,갑동,302.79,출근
5,구성동,4612.86,퇴근
5,추목동,3720.57,저녁
5,외삼동,440.35,새벽
5,교촌동,4640.24,주간
5,상대동,7850.24,출근
5,반석동,12451.87,새벽
5,원촌동,5467.4,퇴근
5,탑립동,439.07,새벽
5,관평동,31057.88,저녁
5,학하동,2189.44,출근
5,대정동,4416.24,퇴근
5,성북동,1960.24,주간
5,송정동,277.89,새벽
5,방동,664.98,퇴근
5,봉명동,69720.31,저녁
5,갑동,887.43,저녁
5,안산동,108.27,퇴근
5,용계동,2286.67,새벽
5,계산동,15120.75,주간
5,도룡동,10208.95,저녁
5,추목동,2804.48,퇴근
5,세동,233.99,주간
5,원신흥동,57403.58,주간
5,죽동,5359.51,저녁
5,장동,5040.89,저녁
5,반석동,20289.95,퇴근
5,원촌동,3341.95,출근
5,탑립동,2578.34,퇴근
5,봉명동,123815.74,주간
5,덕명동,9326.28,새벽
5,장대동,90322.7,저녁
5,갑동,4272.35,주간
5,노은동,10376.55,새벽
5,노은동,11986.59,퇴근
5,가정동,2881.08,퇴근
5,금탄동,11.75,새벽
5,성북동,924.94,저녁
5,지족동,22243.56,퇴근
5,신성동,12372.44,퇴근
5,도룡동,4117.55,출근
5,하기동,6860.96,새벽
5,용산동,4417.84,퇴근
5,세동,17.23,출근
5,봉명동,43273.46,새벽
5,원신흥동,9046.4,출근
5,복용동,9799.18,저녁
5,갑동,248.22,새벽
5,궁동,87996.02,주간
5,전민동,35178.75,저녁
5,구암동,8345.29,새벽
5,지족동,11142.7,출근
5,신성동,6852.71,출근
5,하기동,7652.82,퇴근
5,용산동,3832.05,출근
5,송강동,14605.61,새벽
5,계산동,3568.66,새벽
5,구암동,9946.12,퇴근
5,하기동,4713.64,출근
5,문지동,7062.32,저녁
5,봉산동,23015.62,주간
5,송강동,15057.5,퇴근
5,대동,75.71,주간
5,둔곡동,35.87,저녁
5,구룡동,1569.28,주간
5,용계동,1752.95,출근
5,죽동,18699.98,주간
5,궁동,21907.66,퇴근
5,장동,43798.81,주간
5,하기동,16104.46,저녁
5,가정동,1008.98,새벽
5,반석동,9241.92,출근
5,탑립동,3101.2,출근
5,원내동,10264.53,출근
5,성북동,467.07,새벽
5,궁동,39654.82,저녁
5,방현동,270.86,출근
5,방현동,253.15,퇴근
5,외삼동,372.07,출근
5,반석동,68588.71,주간
5,탑립동,25667.18,주간
5,어은동,13998.7,퇴근
5,도룡동,30796.03,주간
5,화암동,25.86,새벽
5,덕진동,1991.52,출근
5,자운동,248.35,새벽
5,신봉동,2904.7,새벽
5,수남동,154.47,퇴근
5,원내동,35152.32,저녁
5,송정동,247.57,출근
5,도룡동,3283.89,새벽
5,외삼동,1066.76,저녁
5,문지동,26470.3,주간
5,금고동,31.01,퇴근
5,둔곡동,1190.22,주간
5,송정동,1990.76,주간
5,덕명동,21826.11,저녁
5,노은동,23152.95,저녁
5,덕진동,990.36,새벽
5,봉산동,4025.82,출근
5,봉산동,6621.36,퇴근
5,대동,16.1,퇴근
5,금탄동,22.31,저녁
5,구룡동,98.88,퇴근
5,대정동,7685.31,저녁
5,방동,862.4,저녁
5,복용동,4686.41,새벽
5,지족동,82025.23,주간
5,어은동,6775.96,출근
5,신성동,50660.47,주간
5,화암동,442.97,퇴근
5,자운동,928.78,퇴근
5,신봉동,2642.04,퇴근
5,수남동,243.41,출근
5,안산동,142.01,저녁
5,전민동,13937.38,새벽
5,용산동,25651.24,주간
5,학하동,6115.98,저녁
5,계산동,4034.33,퇴근
5,구암동,5824.14,출근
5,덕진동,16660.75,주간
5,관평동,12724.6,새벽
5,송강동,8284.78,출근
5,구암동,17905.17,저녁
5,상대동,14314.66,새벽
5,궁동,8869.45,출근
5,송강동,32688.28,저녁
5,학하동,2533.9,새벽
5,덕명동,63008.24,주간
5,노은동,46256.18,주간
5,문지동,4339.13,퇴근
5,원촌동,7970.46,저녁
5,금탄동,191.49,주간
5,신동,28.72,출근
5,둔곡동,47.11,퇴근
5,원내동,68840.72,주간
5,세동,17.43,저녁
5,덕명동,6411.33,출근
5,원신흥동,28800.26,저녁
5,외삼동,2608.59,주간
5,금탄동,23.03,출근
5,원내동,18322.84,퇴근
5,용계동,4475.39,저녁
5,구성동,2201.18,출근
5,방현동,72.63,새벽
5,외삼동,553.55,퇴근
5,원촌동,29318.3,주간
5,교촌동,2112.77,저녁
5,덕명동,12610.46,퇴근
5,노은동,7246.0,출근
5,구성동,32121.13,주간
5,가정동,2415.26,출근
5,금탄동,22.91,퇴근
5,성북동,479.81,퇴근
5,성북동,285.96,출근
5,상대동,24245.25,저녁
5,가정동,26865.5,주간
5,문지동,3210.41,새벽
5,신동,3.17,퇴근
5,둔곡동,57.1,새벽
5,교촌동,1201.54,퇴근
5,세동,5.65,새벽
5,원신흥동,15531.21,새벽
5,장대동,27327.42,출근
5,어은동,23671.44,저녁
5,추목동,21835.67,주간
5,수남동,146.48,저녁
5,학하동,3224.07,퇴근
5,반석동,38838.38,저녁
5,문지동,3387.25,출근
5,탑립동,1342.98,저녁
5,둔곡동,245.18,출근
5,교촌동,552.62,출근
5,용계동,14417.16,주간
5,세동,25.48,퇴근
5,원신흥동,14321.86,퇴근
5,화암동,134.02,저녁
5,자운동,1108.94,저녁
5,신봉동,5399.9,저녁
5,봉명동,36206.06,퇴근
5,갑동,585.4,퇴근
5,구성동,1970.42,새벽
5,교촌동,746.97,새벽
5,장대동,47257.33,퇴근
5,덕진동,2346.71,저녁
5,대정동,18915.06,주간
5,방동,3770.42,주간
5,가정동,3009.43,저녁
5,안산동,697.61,주간
5,봉산동,7947.47,새벽
5,대동,7.12,새벽
5,구룡동,17.3,새벽
5,대정동,2815.1,출근
5,송정동,520.71,퇴근
5,방동,489.73,출근
5,구성동,5838.61,저녁
5,안산동,111.45,출근
5,금고동,107.15,새벽
5,신동,405.76,주간
5,대정동,3493.71,새벽
5,방동,275.2,새벽
5,방현동,3076.78,주간
5,안산동,44.47,새벽
5,어은동,9876.43,새벽
5,덕진동,1611.46,퇴근
5,수남동,20.03,새벽
5,금고동,637.91,주간
5,대동,8.39,출근
5,구룡동,227.95,출근
5,구암동,40400.51,주간
5,복용동,3033.79,출근
5,추목동,1928.17,새벽
5,전민동,10632.18,출근
5,송강동,48145.17,주간
5,금고동,16.58,저녁
5,송정동,635.13,저녁
5,복용동,4651.48,퇴근
5,화암동,529.9,출근
5,하기동,29306.71,주간
5,자운동,485.57,출근
5,신봉동,1824.05,출근
5,전민동,19233.0,퇴근
5,죽동,3438.71,퇴근
5,장동,4508.66,퇴근
5,화암동,6255.02,주간
5,자운동,4522.6,주간
5,신봉동,11298.68,주간
5,관평동,9558.18,출근
5,복용동,18819.44,주간
5,장대동,42753.21,새벽
5,죽동,2014.95,출근
5,장동,4407.96,출근
5,전민동,79159.93,주간
5,봉산동,13365.85,저녁
5,대동,14.35,저녁
5,구룡동,15.05,저녁
6,원내동,15463.08,새벽
6,원내동,35079.16,저녁
6,원내동,68637.74,주간
6,원내동,10085.08,출근
6,원내동,18232.14,퇴근
6,교촌동,689.31,새벽
6,교촌동,2087.79,저녁
6,교촌동,4480.88,주간
6,교촌동,545.64,출근
6,교촌동,1173.02,퇴근
6,대정동,3765.15,새벽
6,대정동,7871.44,저녁
6,대정동,18553.67,주간
6,대정동,2927.5,출근
6,대정동,4373.56,퇴근
6,용계동,2199.12,새벽
6,용계동,4426.46,저녁
6,용계동,13631.35,주간
6,용계동,1700.08,출근
6,용계동,2440.36,퇴근
6,학하동,2679.77,새벽
6,학하동,6115.93,저녁
6,학하동,15196.42,주간
6,학하동,2198.0,출근
6,학하동,3171.18,퇴근
6,계산동,3751.19,새벽
6,계산동,8217.3,저녁
6,계산동,15432.37,주간
6,계산동,2390.92,출근
6,계산동,4092.12,퇴근
6,성북동,423.5,새벽
6,성북동,913.07,저녁
6,성북동,1851.3,주간
6,성북동,281.08,출근
6,성북동,470.55,퇴근
6,세동,8.77,새벽
6,세동,18.18,저녁
6,세동,195.42,주간
6,세동,21.89,출근
6,세동,22.95,퇴근
6,송정동,274.07,새벽
6,송정동,562.57,저녁
6,송정동,1761.77,주간
6,송정동,211.49,출근
6,송정동,464.7,퇴근
6,방동,237.86,새벽
6,방동,691.99,저녁
6,방동,3102.08,주간
6,방동,411.55,출근
6,방동,561.13,퇴근
6,봉명동,46289.21,새벽
6,봉명동,70680.85,저녁
6,봉명동,125269.2,주간
6,봉명동,19132.13,출근
6,봉명동,36289.32,퇴근
6,구암동,8538.56,새벽
6,구암동,18012.83,저녁
6,구암동,40338.88,주간
6,구암동,5918.71,출근
6,구암동,9953.62,퇴근
6,덕명동,10406.37,새벽
6,덕명동,21353.1,저녁
6,덕명동,58886.88,주간
6,덕명동,6848.92,출근
6,덕명동,12143.1,퇴근
6,원신흥동,15970.14,새벽
6,원신흥동,28895.73,저녁
6,원신흥동,57585.56,주간
6,원신흥동,9219.47,출근
6,원신흥동,14383.25,퇴근
6,상대동,14572.08,새벽
6,상대동,24560.81,저녁
6,상대동,42898.62,주간
6,상대동,7990.14,출근
6,상대동,11419.84,퇴근
6,복용동,4391.5,새벽
6,복용동,9283.5,저녁
6,복용동,17571.02,주간
6,복용동,2934.06,출근
6,복용동,4295.47,퇴근
6,장대동,43230.55,새벽
6,장대동,90491.13,저녁
6,장대동,185567.14,주간
6,장대동,27139.72,출근
6,장대동,48312.26,퇴근
6,갑동,249.93,새벽
6,갑동,916.48,저녁
6,갑동,4271.43,주간
6,갑동,337.93,출근
6,갑동,609.95,퇴근
6,노은동,10608.82,새벽
6,노은동,25279.63,저녁
6,노은동,46975.77,주간
6,노은동,7345.91,출근
6,노은동,13403.73,퇴근
6,지족동,16819.28,새벽
6,지족동,41193.29,저녁
6,지족동,83163.51,주간
6,지족동,11317.04,출근
6,지족동,22635.56,퇴근
6,죽동,1869.49,새벽
6,죽동,5075.57,저녁
6,죽동,15814.67,주간
6,죽동,1885.58,출근
6,죽동,3011.53,퇴근
6,궁동,19708.91,새벽
6,궁동,37784.3,저녁
6,궁동,82930.75,주간
6,궁동,8795.22,출근
6,궁동,20935.76,퇴근
6,어은동,9971.93,새벽
6,어은동,22748.48,저녁
6,어은동,64650.67,주간
6,어은동,6743.39,출근
6,어은동,13349.32,퇴근
6,구성동,1893.32,새벽
6,구성동,5332.7,저녁
6,구성동,29778.02,주간
6,구성동,2098.12,출근
6,구성동,4254.91,퇴근
6,신성동,8931.02,새벽
6,신성동,22571.05,저녁
6,신성동,50378.71,주간
6,신성동,6824.85,출근
6,신성동,12337.57,퇴근
6,가정동,1023.06,새벽
6,가정동,2864.43,저녁
6,가정동,25975.62,주간
6,가정동,2425.94,출근
6,가정동,2802.74,퇴근
6,도룡동,3364.93,새벽
6,도룡동,10426.88,저녁
6,도룡동,30549.53,주간
6,도룡동,4233.39,출근
6,도룡동,6059.29,퇴근
6,장동,2034.03,새벽
6,장동,4863.01,저녁
6,장동,41812.92,주간
6,장동,4369.6,출근
6,장동,4354.76,퇴근
6,방현동,52.33,새벽
6,방현동,174.58,저녁
6,방현동,2200.55,주간
6,방현동,169.08,출근
6,방현동,199.3,퇴근
6,화암동,16.69,새벽
6,화암동,127.67,저녁
6,화암동,5822.83,주간
6,화암동,502.33,출근
6,화암동,429.06,퇴근
6,덕진동,945.37,새벽
6,덕진동,2266.22,저녁
6,덕진동,16788.33,주간
6,덕진동,2047.33,출근
6,덕진동,1579.1,퇴근
6,하기동,6815.49,새벽
6,하기동,15801.57,저녁
6,하기동,27823.23,주간
6,하기동,4600.81,출근
6,하기동,7392.14,퇴근
6,추목동,1469.67,새벽
6,추목동,3667.0,저녁
6,추목동,21171.75,주간
6,추목동,3447.05,출근
6,추목동,2736.06,퇴근
6,자운동,217.28,새벽
6,자운동,1134.66,저녁
6,자운동,4537.35,주간
6,자운동,502.67,출근
6,자운동,902.32,퇴근
6,신봉동,2477.54,새벽
6,신봉동,5240.61,저녁
6,신봉동,11362.42,주간
6,신봉동,1757.08,출근
6,신봉동,2534.05,퇴근
6,수남동,37.94,새벽
6,수남동,179.3,저녁
6,수남동,3058.77,주간
6,수남동,261.51,출근
6,수남동,153.08,퇴근
6,안산동,27.41,새벽
6,안산동,128.47,저녁
6,안산동,653.92,주간
6,안산동,99.44,출근
6,안산동,102.42,퇴근
6,외삼동,291.65,새벽
6,외삼동,1051.14,저녁
6,외삼동,2572.27,주간
6,외삼동,357.01,출근
6,외삼동,549.3,퇴근
6,반석동,12421.63,새벽
6,반석동,39215.58,저녁
6,반석동,70048.76,주간
6,반석동,9406.27,출근
6,반석동,20553.57,퇴근
6,문지동,3113.3,새벽
6,문지동,6981.0,저녁
6,문지동,26387.25,주간
6,문지동,3405.16,출근
6,문지동,4245.68,퇴근
6,전민동,14302.62,새벽
6,전민동,35462.94,저녁
6,전민동,79547.43,주간
6,전민동,10830.67,출근
6,전민동,19274.55,퇴근
6,원촌동,3479.34,새벽
6,원촌동,8070.64,저녁
6,원촌동,28710.56,주간
6,원촌동,3251.43,출근
6,원촌동,5415.94,퇴근
6,탑립동,544.22,새벽
6,탑립동,1345.8,저녁
6,탑립동,25035.63,주간
6,탑립동,3071.32,출근
6,탑립동,2541.88,퇴근
6,용산동,2976.85,새벽
6,용산동,6621.39,저녁
6,용산동,24362.11,주간
6,용산동,3700.65,출근
6,용산동,4337.95,퇴근
6,봉산동,8248.87,새벽
6,봉산동,14006.83,저녁
6,봉산동,23818.36,주간
6,봉산동,4278.67,출근
6,봉산동,6833.33,퇴근
6,관평동,13327.14,새벽
6,관평동,31608.91,저녁
6,관평동,76800.81,주간
6,관평동,9693.94,출근
6,관평동,19146.94,퇴근
6,송강동,15146.15,새벽
6,송강동,33309.22,저녁
6,송강동,50005.89,주간
6,송강동,8479.43,출근
6,송강동,15376.12,퇴근
6,금고동,151.2,새벽
6,금고동,24.51,저녁
6,금고동,648.44,주간
6,금고동,206.23,출근
6,금고동,28.33,퇴근
6,대동,46.2,새벽
6,대동,24.26,저녁
6,대동,118.24,주간
6,대동,23.45,출근
6,대동,21.41,퇴근
6,금탄동,15.15,새벽
6,금탄동,22.63,저녁
6,금탄동,196.11,주간
6,금탄동,27.02,출근
6,금탄동,22.44,퇴근
6,신동,0.61,새벽
6,신동,1.63,저녁
6,신동,1325.09,주간
6,신동,108.16,출근
6,신동,45.12,퇴근
6,둔곡동,70.35,새벽
6,둔곡동,51.39,저녁
6,둔곡동,1415.89,주간
6,둔곡동,283.4,출근
6,둔곡동,66.66,퇴근
6,구룡동,22.02,새벽
6,구룡동,22.19,저녁
6,구룡동,1546.87,주간
6,구룡동,244.18,출근
6,구룡동,114.63,퇴근
7,원내동,16887.77,새벽
7,원내동,35663.25,저녁
7,원내동,70262.45,주간
7,원내동,10438.06,출근
7,원내동,18420.75,퇴근
7,교촌동,667.32,새벽
7,교촌동,1993.25,저녁
7,교촌동,4139.36,주간
7,교촌동,526.58,출근
7,교촌동,1081.61,퇴근
7,대정동,3432.12,새벽
7,대정동,7572.43,저녁
7,대정동,17968.81,주간
7,대정동,2873.64,출근
7,대정동,4134.51,퇴근
7,용계동,2028.3,새벽
7,용계동,3902.91,저녁
7,용계동,11896.98,주간
7,용계동,1613.8,출근
7,용계동,2049.84,퇴근
7,학하동,3401.76,새벽
7,학하동,6279.67,저녁
7,학하동,15651.51,주간
7,학하동,2381.97,출근
7,학하동,3223.54,퇴근
7,계산동,3854.83,새벽
